start_id,start_station_name,start_lat,start_lng,count
397,Broadway at Beacham St,42.39836059620832,-71.06373842814719,5140
V32011,Broadway at Beacham St,42.39836,-71.063738,74
V32011,Broadway at Beacham St,42.39836059620832,-71.06373842814719,433
V32011,Broadway at Beacham St,42.398361,-71.063738,1115
234,Broadway at Central St,42.39517150121575,-71.09850591982195,14023
S32016,Broadway at Central St,42.395171,-71.098505,187
S32016,Broadway at Central St,42.39517150121575,-71.09850591982195,1142
S32016,Broadway at Central St,42.395172,-71.098506,3270
506,Broadway at Gerrish Ave,42.39453079292221,-71.03085594484583,642
H32004,Broadway at Gerrish Ave,42.39453,-71.030855,2
H32004,Broadway at Gerrish Ave,42.39453079292221,-71.03085594484583,38
H32004,Broadway at Gerrish Ave,42.394531,-71.030856,235
465,Broadway at Grafton St,42.40994213011757,-71.14009319811885,1568
L32004,Broadway at Grafton St,42.409942,-71.140093,810
L32004,Broadway at Grafton St,42.40994213011757,-71.14009319811885,95
Z32998,Broadway at Kittie Knox Bike Path,42.364126,-71.087386,540
Z32998,Broadway at Kittie Knox Bike Path,42.36412658996667,-71.0873863200095,3670
Z32998,Broadway at Kittie Knox Bike Path,42.364127,-71.087386,593
390,Broadway at Lynde St,42.39648358247693,-71.06546759905541,5358
V32004,Broadway at Lynde St,42.396483,-71.065467,57
V32004,Broadway at Lynde St,42.39648358247693,-71.06546759905541,535
V32004,Broadway at Lynde St,42.396484,-71.065468,1281
394,Broadway at Maple St,42.410346909767846,-71.05260457852637,2133
V32008,Broadway at Maple St,42.410346,-71.052604,40
V32008,Broadway at Maple St,42.410346909767846,-71.05260457852637,154
V32008,Broadway at Maple St,42.410347,-71.052605,904
193,Brookline Town Hall,42.33376472623494,-71.12046446660315,17611
K32005,Brookline Town Hall,42.333764,-71.120464,218
K32005,Brookline Town Hall,42.33376472623494,-71.12046446660315,1510
K32005,Brookline Town Hall,42.333765,-71.120464,3162
86,Brookline Village - Pearl Street @ MBTA,42.332799,-71.116205,4017
86,Brookline Village - Pearl Street at MBTA,42.332799,-71.116205,2161
86,Brookline Village - Pearl Street at MBTA,42.3329989199507,-71.11634425762531,1030
193,Brookline Village - Station Street @ MBTA,42.33289074055233,-71.11658334732056,5917
193,Brookline Village - Station Street @ MBTA,42.33376472623494,-71.12046446660315,235
193,Brookline Village - Station Street @ MBTA TEMPORARY WINTER LOCATION,42.33376472623494,-71.12046446660315,398
86,Brookline Village - Station Street at MBTA,42.33274392304887,-71.11626680949485,29853
86,Brookline Village - Station Street at MBTA,42.3329989199507,-71.11634425762531,2042
K32003,Brookline Village - Station Street at MBTA,42.332743,-71.116266,483
K32003,Brookline Village - Station Street at MBTA,42.33274392304887,-71.11626680949485,3282
K32003,Brookline Village - Station Street at MBTA,42.332744,-71.116267,7346
171,Bunker Hill Community College,42.37408991426522,-71.06905996799469,23932
A32023,Bunker Hill Community College,42.374089,-71.069059,290
A32023,Bunker Hill Community College,42.37408991426522,-71.06905996799469,1685
A32023,Bunker Hill Community College,42.37409,-71.06906,3903
122,Burlington Ave at Brookline Ave,42.345733,-71.100694,33189
B32020,Burlington Ave at Brookline Ave,42.345733,-71.100694,8034
19,Buswell St. at Park Dr.,42.347241,-71.105301,13803
E32017,Butler T Stop,42.272548,-71.062882,194
525,California at Chapel,42.365148708129546,-71.20236039161682,1635
N32011,California at Chapel,42.365148,-71.20236,35
N32011,California at Chapel,42.365148708129546,-71.20236039161682,164
N32011,California at Chapel,42.365149,-71.20236,982
553,Cambridge Crossing at North First Street,42.371141,-71.076198,26499
M32077,Cambridge Crossing at North First Street,42.371141,-71.076198,25215
225,Cambridge Dept. of Public Works -147 Hampshire St.,42.37119727759414,-71.09759867191315,62784
M32052,Cambridge Dept. of Public Works -147 Hampshire St.,42.371197,-71.097599,12126
M32052,Cambridge Dept. of Public Works -147 Hampshire St.,42.371197,-71.097598,883
M32052,Cambridge Dept. of Public Works -147 Hampshire St.,42.37119727759414,-71.09759867191315,5696
96,Cambridge Main Library at Broadway / Trowbridge St,42.373379,-71.111075,93411
M32013,Cambridge Main Library at Broadway / Trowbridge St,42.373379,-71.111075,19505
95,Cambridge St - at Columbia St / Webster Ave,42.372969,-71.094445,93492
M32007,Cambridge St - at Columbia St / Webster Ave,42.372969,-71.094445,16029
6,Cambridge St at Joy St,42.361199417496216,-71.06519486764228,4698
6,Cambridge St at Joy St,42.36121165307985,-71.06530619789737,18057
6,Cambridge St at Joy St,42.36125721646537,-71.06528744101524,67498
6,Cambridge St at Joy St,42.36129095030584,-71.06526192286765,13548
6,Cambridge St at Joy St,42.36130407013564,-71.0652096569538,8597
D32000,Cambridge St at Joy St,42.361257,-71.065287,19590
D32000,Cambridge St at Joy St,42.36125721646537,-71.06528744101524,7795
6,Cambridge St. at Joy St.,42.361174,-71.065142,24281
84,CambridgeSide Galleria - CambridgeSide PL at Land Blvd,42.366981,-71.076472,79373
84,CambridgeSide Galleria - CambridgeSide PL at Land Blvd,42.367074071490926,-71.07679277658461,13968
M32019,CambridgeSide Galleria - CambridgeSide PL at Land Blvd,42.367074,-71.076793,10038
M32019,CambridgeSide Galleria - CambridgeSide PL at Land Blvd,42.367074,-71.076792,567
M32019,CambridgeSide Galleria - CambridgeSide PL at Land Blvd,42.367074071490926,-71.07679277658461,3378
459,Canal St at Causeway St,42.36530094929082,-71.06092190993877,42418
A32046,Canal St at Causeway St,42.3653,-71.060921,636
A32046,Canal St at Causeway St,42.365301,-71.060922,18836
A32046,Canal St. at Causeway St.,42.365109,-71.06072,1
503,Cary Square,42.398135645582464,-71.030709722545,565
H32001,Cary Square,42.398135,-71.030709,3
H32001,Cary Square,42.398135645582464,-71.030709722545,96
H32001,Cary Square,42.398136,-71.03071,133
C23109,Cedar Grove T Stop,42.279607,-71.060221,3
C23109,Cedar Grove T Stop,42.27960759693163,-71.06022119527552,30
C23109,Cedar Grove T Stop,42.279608,-71.060221,14
435,Central Ave at River St,42.27094707029229,-71.07337901405117,1298
C32088,Central Ave at River St,42.270947,-71.073379,513
C32088,Central Ave at River St,42.27094707029229,-71.07337901405117,61
76,Central Sq Post Office / Cambridge City Hall at Mass Ave / Pleasant St,42.366426,-71.105495,157558
M32012,Central Sq Post Office / Cambridge City Hall at Mass Ave / Pleasant St,42.366426,-71.105495,32952
219,Central Square - East Boston,42.373312125824704,-71.0410200806291,41
219,Central Square - East Boston,42.37430732260765,-71.03807777166365,460
219,Central Square - East Boston,42.374335,-71.039685,3
419,Central Square East Boston,42.37544912547037,-71.03918548682486,8734
A32041,Central Square East Boston,42.375449,-71.039185,2861
A32041,Central Square East Boston,42.37544912547037,-71.03918548682486,968
219,Central Square East Boston - Porter Street at London Street,42.374301316178226,-71.03808671246952,17
68,Central Square at Mass Ave / Essex St,42.36507,-71.1031,324437
M32011,Central Square at Mass Ave / Essex St,42.36507,-71.1031,69207
559,Centre St at Commonwealth Ave,42.3362358,-71.1934421,250
N32018,Centre St at Commonwealth Ave,42.336235,-71.193442,4
N32018,Centre St at Commonwealth Ave,42.3362358,-71.1934421,88
N32018,Centre St at Commonwealth Ave,42.336236,-71.193442,202
433,Centre St at Parkway YMCA,42.28277901074054,-71.15728851416861,903
C32086,Centre St at Parkway YMCA,42.282779,-71.157289,233
C32086,Centre St at Parkway YMCA,42.282779,-71.157288,12
C32086,Centre St at Parkway YMCA,42.28277901074054,-71.15728851416861,139
278,Centre St at Seaverns Ave,42.312120283566095,-71.11429806807791,97
357,Centre St at Seaverns Ave,42.3121203,-71.1142981,11903
E32008,Centre St at Seaverns Ave,42.31212,-71.114298,3406
E32008,Centre St at Seaverns Ave,42.3121203,-71.1142981,797
278,Centre St at Seaverns Ave (former),42.312120283566095,-71.11429806807791,241
432,Centre St at W. Roxbury Post Office,42.286331991127746,-71.15344755369732,1119
C32085,Centre St at W. Roxbury Post Office,42.286331,-71.153447,21
C32085,Centre St at W. Roxbury Post Office,42.286331991127746,-71.15344755369732,192
C32085,Centre St at W. Roxbury Post Office,42.286332,-71.153448,388
466,Centre St at Washington St,42.35574334805774,-71.18641942508475,776
N32000,Centre St at Washington St,42.355743,-71.186419,320
N32000,Centre St at Washington St,42.35574334805774,-71.18641942508475,70
60,Charles Circle - Charles St at Cambridge St,42.36018499796463,-71.07086597688976,22995
60,Charles Circle - Charles St at Cambridge St,42.36071444836764,-71.07092812657356,14403
60,Charles Circle - Charles St at Cambridge St,42.36075761041193,-71.07132909824031,4980
60,Charles Circle - Charles St at Cambridge St,42.36079296858265,-71.07118962337152,135911
D32016,Charles Circle - Charles St at Cambridge St,42.360792,-71.071189,1907
D32016,Charles Circle - Charles St at Cambridge St,42.36079296858265,-71.07118962337152,12720
D32016,Charles Circle - Charles St at Cambridge St,42.360793,-71.07119,31985
60,Charles Circle - Charles St at Cambridge St TEMPORARY WINTER LOCATION,42.36075761041193,-71.07132909824031,2815
60,Charles Circle - Charles St. at Cambridge St.,42.360624982690496,-71.0708999633789,10304
60,Charles Circle - Charles St. at Cambridge St.,42.360835,-71.0708399,22845
537,Charles River Greenway - California St. at Fifth Ave,42.36455361053197,-71.19100391864777,763
120,Charles St and Beacon St,42.356052,-71.069849,9941
120,Charles St at Beacon St,42.356052,-71.069849,18190
420,Charles St at Pinckney St,42.35872530462163,-71.07079532006537,2916
120,Charles st and Beacon St,42.356052,-71.069849,7058
94,Charlestown - Main St at Austin St,42.375603,-71.064608,11361
98,Charlestown - Warren St at Chelsea St,42.371848,-71.060292,22454
277,Charlestown Navy Yard,42.374010653844934,-71.0548335313797,222
356,Charlestown Navy Yard,42.374124549426526,-71.05481199938367,51433
D32039,Charlestown Navy Yard,42.374124,-71.054811,731
D32039,Charlestown Navy Yard,42.374124549426526,-71.05481199938367,4825
D32039,Charlestown Navy Yard,42.374125,-71.054812,12941
277,Charlestown Navy Yard (former),42.374010653844934,-71.0548335313797,456
505,Chelsea Square,42.390226711033826,-71.03857017704286,1247
H32003,Chelsea Square,42.390226,-71.03857,21
H32003,Chelsea Square,42.390226711033826,-71.03857017704286,249
H32003,Chelsea Square,42.390227,-71.03857,638
209,Chelsea St at Saratoga St,42.379772,-71.027448,2333
209,Chelsea St at Saratoga St,42.37980321246644,-71.02744817733765,29
395,Chelsea St at Vine St,42.40328056972533,-71.04762639859473,3248
V32009,Chelsea St at Vine St,42.403281,-71.047626,272
V32009,Chelsea St at Vine St,42.420349,-71.044198,152
V32016,Chelsea St at Vine St,42.403369,-71.047314,222
V32016,Chelsea St at Vine St,42.403369462300134,-71.04731440549585,203
507,Chelsea Station,42.39636527849676,-71.03987179230899,1832
H32005,Chelsea Station,42.396365,-71.039872,852
H32005,Chelsea Station,42.396365,-71.039871,62
H32005,Chelsea Station,42.39636527849676,-71.03987179230899,357
S32053,Chestnut St at Poplar St,42.377636,-71.085954,369
195,Child St at North St,42.37150494100319,-71.07249312120985,24382
195,Child St at North St,42.37228487344452,-71.07383824772114,6636
195,Child Street at Brian P. Murphy Staircase,42.371976784679745,-71.07200495972165,11138
M32049,Child Street at Brian P. Murphy Staircase,42.371976,-71.072004,586
M32049,Child Street at Brian P. Murphy Staircase,42.371976784679745,-71.07200495972165,3367
M32049,Child Street at Brian P. Murphy Staircase,42.371977,-71.072005,10402
59,Chinatown Gate Plaza,42.351356,-71.059367,62671
D32015,Chinatown Gate Plaza,42.351356,-71.059367,13182
59,Chinatown Gate Plaza - Surface Rd. at Beach St.,42.351356,-71.059367,16097
81,Chinatown T Stop,42.352409,-71.062679,88601
D32019,Chinatown T Stop,42.352409,-71.062679,26521
46,Christian Science Plaza,42.343864,-71.085918,24699
46,Christian Science Plaza - Massachusetts Ave at Westland Ave,42.3436658245146,-71.08582377433777,161955
46,Christian Science Plaza - Massachusetts Ave at Westland Ave,42.343864,-71.085918,392
B32005,Christian Science Plaza - Massachusetts Ave at Westland Ave,42.343665,-71.085823,1799
B32005,Christian Science Plaza - Massachusetts Ave at Westland Ave,42.3436658245146,-71.08582377433777,10990
B32005,Christian Science Plaza - Massachusetts Ave at Westland Ave,42.343666,-71.085824,27894
M32087,Church St,42.374339,-71.119664,3115
M32087,Church St,42.37433925370521,-71.11966431146357,2620
538,Circuit Drive at American Legion Hwy,42.29704126420948,-71.09171926975249,883
C32099,Circuit Drive at American Legion Hwy,42.297041,-71.091719,670
C32099,Circuit Drive at American Legion Hwy,42.29704126420948,-71.09171926975249,205
112,Clarendon Hill at Broadway,42.406302,-71.132446,9540
S32010,Clarendon Hill at Broadway,42.406302,-71.132446,3017
384,Clarendon St at Commonwealth Ave,42.35219035145307,-71.0760041699723,256
384,Clarendon St at Newbury St,42.35155308466532,-71.0756903143556,15809
384,Clarendon St at Newbury St,42.35159662465317,-71.0756166279316,19615
D32047,Clarendon St at Newbury St,42.351596,-71.075616,376
D32047,Clarendon St at Newbury St,42.35159662465317,-71.0756166279316,2233
D32047,Clarendon St at Newbury St,42.351597,-71.075617,11787
546,Cleary Sq,42.2556,-71.12444,235
C32104,Cleary Sq,42.2556,-71.12444,262
252,Cleveland Circle,42.33553091872319,-71.15072786808014,172
346,Cleveland Circle,42.335543083570826,-71.15061519672052,16697
B32035,Cleveland Circle,42.335543,-71.150615,3425
B32035,Cleveland Circle,42.335543083570826,-71.15061519672052,1070
252,Cleveland Circle (former),42.33553091872319,-71.15072786808014,135
536,Clinton St at North St,42.3607028354884,-71.05524927377701,10512
D32057,Clinton St at North St,42.360702,-71.055249,223
D32057,Clinton St at North St,42.3607028354884,-71.05524927377701,1594
D32057,Clinton St at North St,42.360703,-71.055249,4976
257,Codman Square Library,42.2873611,-71.0711111,50
350,Codman Square Library,42.2873611,-71.071111,2303
C32055,Codman Square Library,42.287361,-71.071111,501
C32055,Codman Square Library,42.2873611,-71.071111,214
257,Codman Square Library (former),42.2873611,-71.0711111,17
3,Colleges of the Fenway,42.340021,-71.100812,9558
3,Colleges of the Fenway - Fenway at Avenue Louis Pasteur,42.340021,-71.100812,100
3,Colleges of the Fenway - Fenway at Avenue Louis Pasteur,42.34011512249236,-71.10061883926392,47941
B32006,Colleges of the Fenway - Fenway at Avenue Louis Pasteur,42.340115,-71.100619,6642
B32006,Colleges of the Fenway - Fenway at Avenue Louis Pasteur,42.340115,-71.100618,448
B32006,Colleges of the Fenway - Fenway at Avenue Louis Pasteur,42.34011512249236,-71.10061883926392,2895
203,Columbia Rd at Ceylon St,42.309566,-71.072863,60
203,Columbia Rd at Ceylon St,42.309572,-71.0729,2809
B32029,Columbia Rd at Ceylon St,42.309572,-71.0729,736
295,Columbia Rd at Tierney Community Center,42.33023264684929,-71.0505741463021,24
362,Columbia Rd at Tierney Community Center,42.33023070528729,-71.05060093123029,18522
C32052,Columbia Rd at Tierney Community Center,42.33023,-71.0506,192
C32052,Columbia Rd at Tierney Community Center,42.33023070528729,-71.05060093123029,1308
C32052,Columbia Rd at Tierney Community Center,42.330231,-71.050601,3884
295,Columbia Rd at Tierney Community Center (former),42.33023264684929,-71.0505741463021,120
57,Columbus Ave at Massachusetts Ave,42.340542615516355,-71.08138847914233,24203
57,Columbus Ave at Massachusetts Ave,42.340799,-71.081572,171
417,Columbus Ave at W. Canton St,42.34474224772802,-71.07648162175792,38397
C32077,Columbus Ave at W. Canton St,42.344742,-71.076482,10220
C32077,Columbus Ave at W. Canton St,42.344742,-71.076481,626
C32077,Columbus Ave at W. Canton St,42.34474224772802,-71.07648162175792,3876
57,Columbus Ave. at Mass. Ave.,42.340799,-71.081572,9217
226,Commonwealth Ave At Babcock St,42.35154734791375,-71.12126246094704,57056
K32006,Commonwealth Ave At Babcock St,42.351547,-71.121262,10517
K32006,Commonwealth Ave At Babcock St,42.35154734791375,-71.12126246094704,3203
9,Commonwealth Ave at Agganis Way,42.35169201885973,-71.11903488636017,114312
A32002,Commonwealth Ave at Agganis Way,42.351692,-71.119035,22378
A32002,Commonwealth Ave at Agganis Way,42.351692,-71.119034,1710
A32002,Commonwealth Ave at Agganis Way,42.35169201885973,-71.11903488636017,9028
9,Commonwealth Ave at Buick St,42.35062177153799,-71.11288218766276,4319
9,Commonwealth Ave at Buick St,42.351246,-71.115639,5681
249,Commonwealth Ave at Chiswick Rd,42.3402177416592,-71.1517309399278,117
344,Commonwealth Ave at Chiswick Rd,42.34024644768889,-71.15168806174552,11016
D32033,Commonwealth Ave at Chiswick Rd,42.340246,-71.151688,2710
D32033,Commonwealth Ave at Chiswick Rd,42.34024644768889,-71.15168806174552,964
249,Commonwealth Ave at Chiswick Rd (former),42.3402177416592,-71.1517309399278,107
66,Commonwealth Ave at Griggs St,42.34922469338298,-71.13275302578586,38791
A32017,Commonwealth Ave at Griggs St,42.349224,-71.132753,544
A32017,Commonwealth Ave at Griggs St,42.34922469338298,-71.13275302578586,3131
A32017,Commonwealth Ave at Griggs St,42.349225,-71.132753,7374
243,Commonwealth Ave at Kelton St,42.348368023549895,-71.13997621466297,392
338,Commonwealth Ave at Kelton St,42.348358628170445,-71.13997217276847,29412
D32034,Commonwealth Ave at Kelton St,42.348358,-71.139972,496
D32034,Commonwealth Ave at Kelton St,42.348358628170445,-71.13997217276847,2321
D32034,Commonwealth Ave at Kelton St,42.348359,-71.139972,5308
243,Commonwealth Ave at Kelton St (former),42.348368023549895,-71.13997621466297,280
E32016,Commonwealth Ave at Naples Rd,42.351911,-71.123798,1982
574,Community Life Center,42.520136,-70.906271,30
T32013,Community Life Center,42.520136,-70.906271,94
239,Community Path at Cedar Street,42.39407223665884,-71.11133694648743,30544
S32022,Community Path at Cedar Street,42.394072,-71.111337,5405
S32022,Community Path at Cedar Street,42.394072,-71.111336,361
S32022,Community Path at Cedar Street,42.39407223665884,-71.11133694648743,2499
487,Community Path at Lowell St,42.392525,-71.105587,13541
S32040,Community Path at Lowell St,42.392525,-71.105587,8512
532,Concord Ave at Spinelli Place,42.390719,-71.1538877,2141
M32074,Concord Ave at Spinelli Place,42.390719,-71.153888,1325
M32074,Concord Ave at Spinelli Place,42.390719,-71.1538877,462
M32074,Concord Ave at Spinelli Place,42.390719,-71.153887,88
64,Congress / Sleeper,42.3511,-71.0496,19286
186,Congress St and Northern Ave,42.3482032222746,-71.0376513004303,4598
44,Congress St at Boston City Hall,42.36041774637169,-71.05752243543975,29601
D32009,Congress St at Boston City Hall,42.360417,-71.057522,392
D32009,Congress St at Boston City Hall,42.36041774637169,-71.05752243543975,2356
D32009,Congress St at Boston City Hall,42.360418,-71.057522,7771
44,Congress St at North St,42.359770804627935,-71.05963733056342,438
44,Congress St at North St,42.36041774637169,-71.05752243543975,2117
44,Congress St at North St,42.360613,-71.057452,9198
186,Congress St at Northern Ave,42.3481,-71.03764,42473
C32032,Congress St at Northern Ave,42.3481,-71.03764,11133
64,Congress St at Sleeper St,42.351004495946704,-71.04930013418198,47218
C32010,Congress St at Sleeper St,42.351004,-71.0493,7035
C32010,Congress St at Sleeper St,42.351004495946704,-71.04930013418198,1253
71,Conway Park - Somerville Avenue,42.383405,-71.107593,41434
71,Conway Park - Somerville Avenue,42.383638948222654,-71.10853672027588,20194
S32004,Conway Park - Somerville Avenue,42.383638,-71.108536,576
S32004,Conway Park - Somerville Avenue,42.383638948222654,-71.10853672027588,3301
S32004,Conway Park - Somerville Avenue,42.383639,-71.108537,9496
499,Conway Park @ Bleachery Ct (Temp Winter Station),42.3834575023727,-71.10771059989929,1041
499,Conway Park @ Bleachery Ct (Temp Winter Station),42.3836409294306,-71.10868692398071,903
S32045,Conway Park @ Bleachery Ct (Temp Winter Station),42.383457,-71.10771,28
S32045,Conway Park @ Bleachery Ct (Temp Winter Station),42.3834575023727,-71.10771059989929,757
S32045,Conway Park @ Bleachery Ct (Temp Winter Station),42.383458,-71.107711,5
69,Coolidge Corner - Beacon St @ Centre St,42.341598,-71.123338,20690
69,Coolidge Corner - Beacon St at Centre St,42.341598,-71.123338,71365
K32001,Coolidge Corner - Beacon St at Centre St,42.341598,-71.123338,14639
455,Coolidge Sq.,42.372076114722866,-71.15683130688922,3932
W32001,Coolidge Sq.,42.372076,-71.156831,1224
W32001,Coolidge Sq.,42.372076114722866,-71.15683130688922,560
36,Copley Square - Dartmouth St at Boylston St,42.349673,-71.077303,727
36,Copley Square - Dartmouth St at Boylston St,42.34976701008725,-71.07732653617859,22087
36,Copley Square - Dartmouth St at Boylston St,42.34992828230057,-71.07739206866427,70029
36,Copley Square - Dartmouth St at Boylston St,42.34993463611888,-71.07738554477692,24446
36,Copley Square - Dartmouth St at Boylston St,42.3521261226759,-71.07599601185939,1369
D32005,Copley Square - Dartmouth St at Boylston St,42.349928,-71.077392,17351
D32005,Copley Square - Dartmouth St at Boylston St,42.34992828230057,-71.07739206866427,6997
S32037,Craigie St at Summer St,42.388316,-71.110682,838
S32037,Craigie St at Summer St,42.38831607584243,-71.1106824874878,782
407,Craigie at Summer St,42.38350130091656,-71.10808975291548,744
407,Craigie at Summer St,42.383634022742875,-71.10855814078604,1061
407,Craigie at Summer St,42.38828872616418,-71.11071459967206,905
407,Craigie at Summer St,42.388305537643994,-71.11067976811682,3382
407,Craigie at Summer St,42.38831607584243,-71.1106824874878,3168
S32037,Craigie at Summer St,42.388316,-71.110682,2454
47,Cross St at Hanover St,42.362811,-71.056067,121883
D32010,Cross St at Hanover St,42.362811,-71.056067,28134
47,Cross St. at Hanover St.,42.362811,-71.056067,28301
Z32999,Cummins Highway at Blue Hill Ave T Stop,42.269988,-71.097462,7
Z32999,Cummins Highway at Blue Hill Ave T Stop,42.269988465946064,-71.09746182817616,23
422,Cummins at American Legion,42.278811581565975,-71.11687703062671,67
124,Curtis Hall - South St at Centre St,42.309054,-71.11543,17315
E32001,Curtis Hall - South St at Centre St,42.309054,-71.11543,3624
124,Curtis Hall at South Street,42.309054,-71.11543,4479
187,Cypress St at Clark Playground,42.32784317478686,-71.1253622174263,8570
K32009,Cypress St at Clark Playground,42.327843,-71.125362,2286
K32009,Cypress St at Clark Playground,42.32784317478686,-71.1253622174263,909
139,Dana Park,42.361589,-71.107437,11706
139,Dana Park,42.361780439606044,-71.10809952020645,72944
M32030,Dana Park,42.36178,-71.1081,10156
M32030,Dana Park,42.36178,-71.108099,840
M32030,Dana Park,42.361780439606044,-71.10809952020645,4503
140,Danehy Park,42.388966,-71.132788,25216
M32031,Danehy Park,42.388966,-71.132788,4202
533,Danehy Park at New Street,42.389456,-71.139019,5357
M32075,Danehy Park at New Street,42.389456,-71.139019,4530
370,Dartmouth St at Newbury St,42.35096144421219,-71.07782810926437,62172
D32045,Dartmouth St at Newbury St,42.350961,-71.077828,3990
D32045,Dartmouth St at Newbury St,42.35096144421219,-71.07782810926437,5959
100,Davis Square,42.396969,-71.123024,100068
S32006,Davis Square,42.396969,-71.123024,19974
146,Day Boulevard,42.336448,-71.023739,2996
489,Day Sq,42.379295,-71.027733,2153
A32051,Day Sq,42.379295,-71.027733,1534
294,Deerfield St at Commonwealth Ave,42.349205689770685,-71.09727063041646,158
361,Deerfield St at Commonwealth Ave,42.34924376955301,-71.09728209692548,84082
B32037,Deerfield St at Commonwealth Ave,42.349243,-71.097282,826
B32037,Deerfield St at Commonwealth Ave,42.34924376955301,-71.09728209692548,6753
B32037,Deerfield St at Commonwealth Ave,42.349244,-71.097282,10773
294,Deerfield St at Commonwealth Ave (former),42.349205689770685,-71.09727063041646,1289
T32018,Derby Street,42.520096,-70.89139,915
T32018,Derby Street,42.520096183311445,-70.8913904428482,174
414,Discovery Park - 30 Acorn Park Drive,42.39790817368333,-71.14797130814623,10866
M32066,Discovery Park - 30 Acorn Park Drive,42.397908,-71.147971,3672
M32066,Discovery Park - 30 Acorn Park Drive,42.39790817368333,-71.14797130814623,1254
63,Dorchester Ave at Gillette Park,42.344023,-71.057054,45
63,Dorchester Ave at Gillette Park,42.344040510016356,-71.05737626552582,25070
C32009,Dorchester Ave at Gillette Park,42.34404,-71.057376,205
C32009,Dorchester Ave at Gillette Park,42.344040510016356,-71.05737626552582,1305
C32009,Dorchester Ave at Gillette Park,42.344041,-71.057376,3294
411,Dorchester Ave at King St,42.29175621632091,-71.0625918023743,695
C32066,Dorchester Ave at King St,42.291718,-71.062571,534
63,Dorchester Ave. at Gillette Park,42.344023,-71.057054,6829
56,Dudley Square,42.328654,-71.084198,3105
56,Dudley Square - Bolling Building,42.329842993518085,-71.08386572459494,10515
B32017,Dudley Square - Bolling Building,42.329842,-71.083865,130
B32017,Dudley Square - Bolling Building,42.329842993518085,-71.08386572459494,1303
B32017,Dudley Square - Bolling Building,42.329843,-71.083866,3119
56,Dudley Square - Dudley St at Warren St,42.32854046293402,-71.08416482806204,4181
56,Dudley Square - Dudley St at Warren St,42.328654,-71.084198,41
56,Dudley Square - Dudley St at Warren St,42.329842993518085,-71.08386572459494,1025
106,Dudley Town Common - Mt Pleasant Ave at Blue Hill Ave,42.325333,-71.075354,4038
C32015,Dudley Town Common - Mt Pleasant Ave at Blue Hill Ave,42.325333,-71.075354,2690
128,E Cottage St at Columbia Rd,42.320561,-71.06198,11135
C32018,E Cottage St at Columbia Rd,42.320561,-71.06198,2863
128,E. Cottage St at Columbia Rd,42.320561,-71.06198,1750
213,EBNHC - 20 Maverick Sq,42.369562869377,-71.03942692279814,88
143,EF - North Point Park,42.369885,-71.069957,71408
M32034,EF - North Point Park,42.369885,-71.069957,16384
213,East Boston Neighborhood Health Center - 20 Maverick Square,42.369536,-71.039431,10242
A32031,East Boston Neighborhood Health Center - 20 Maverick Square,42.369536,-71.039431,3072
235,East Somerville Library (Broadway and Illinois),42.3876281075134,-71.08318716287613,10741
S32017,East Somerville Library (Broadway and Illinois),42.387628,-71.083187,2858
S32017,East Somerville Library (Broadway and Illinois),42.3876281075134,-71.08318716287613,1137
408,Edgerly Education Center,42.38717463348314,-71.08714388528824,11210
S32038,Edgerly Education Center,42.387174,-71.087143,320
S32038,Edgerly Education Center,42.38717463348314,-71.08714388528824,1207
S32038,Edgerly Education Center,42.387175,-71.087144,3502
169,Edwards Playground - Main St at Eden St,42.378965,-71.068607,21463
A32022,Edwards Playground - Main St at Eden St,42.378965,-71.068607,4732
169,Edwards Playground - Main Street & Eden Street,42.378965,-71.068607,3422
126,Egleston Square - Atherton St at Washington St,42.315692,-71.098634,8284
E32004,Egleston Square - Atherton St at Washington St,42.315692,-71.098634,2769
126,Egleston Square at Columbus Ave,42.315692,-71.098634,2166
M32092,Elevate at One Leighton,42.369931,-71.073526,615
409,Elm St at White St,42.38952436305763,-71.11694140364307,22632
S32039,Elm St at White St,42.389524,-71.116941,7656
S32039,Elm St at White St,42.38952436305763,-71.11694140364307,1735
391,Encore,42.39329263225162,-71.0724475979805,4632
V32005,Encore,42.393292,-71.072447,48
V32005,Encore,42.39329263225162,-71.0724475979805,664
V32005,Encore,42.393293,-71.072448,1325
572,Essex St at Dalton Parkway,42.516223,-70.905535,195
T32011,Essex St at Dalton Parkway,42.516223,-70.905535,767
389,Everett Square (Broadway at Chelsea St),42.406956789102416,-71.05650289605819,810
389,Everett Square (Broadway at Chelsea St),42.40725945172653,-71.05546381333625,2484
389,Everett Square (Broadway at Chelsea St),42.40743489432222,-71.05533242225647,187
V32003,Everett Square (Broadway at Chelsea St),42.407016,-71.05645,740
V32003,Everett Square (Broadway at Chelsea St),42.40701601597739,-71.05645000935965,13
V32003,Everett Square (Broadway at Chelsea St),42.407435,-71.055332,49
V32003,Everett Square (Broadway at Norwood St),42.40672099242264,-71.0564382089648,30
V32003,Everett Square (Broadway at Norwood St),42.406872,-71.055786,86
V32003,Everett Square (Broadway at Norwood St),42.40701601597739,-71.05645000935965,2
V32003,Everett Square (Broadway at Norwood St),42.407381,-71.055356,62
7,Fan Pier,42.352940802392325,-71.04388475418091,4236
7,Fan Pier,42.3532874,-71.044389,87
7,Fan Pier,42.35328743453294,-71.04438900947571,9098
